model_trait,model_trait_description,outcome_id,outcome_description,outcome_content,mapping_tier,sapa_proxy_construct,sapa_source_scales,sapa_item_ids,human_measurement_support_tier,exact_source_group,exact_source_group_size,overlap_item_ids,predictor_min_observed_items,outcome_min_observed_items,eligible_respondent_n,pearson_r,pearson_ci95_low,pearson_ci95_high,spearman_r,spearman_ci95_approx_low,spearman_ci95_approx_high,association_status,unavailable_reason
passionate,"Shows intense enthusiasm, strong emotions, and deep investment in topics.",q_820,Feel comfortable with myself.,Self-concept,close,passionate,IPIPneo:O3:EM,q_228,INSUFFICIENT,eeb9c4850f61,2,,1,1,449,0.09662048,0.00411583,0.18748554,0.09371698,0.00118582,0.18465695,observed,
passionate,"Shows intense enthusiasm, strong emotions, and deep investment in topics.",q_1044,Have a low opinion of myself.,Self-concept,close,passionate,IPIPneo:O3:EM,q_228,INSUFFICIENT,eeb9c4850f61,2,,1,1,549,0.10709469,0.02362385,0.18908269,0.09285451,0.00924379,0.1751759,observed,
passionate,"Shows intense enthusiasm, strong emotions, and deep investment in topics.",q_867,Feel that I'm unable to deal with things.,Self-concept,close,passionate,IPIPneo:O3:EM,q_228,INSUFFICIENT,eeb9c4850f61,2,,1,1,568,0.11844536,0.0365314,0.1987783,0.09932228,0.01719283,0.18012041,observed,
passionate,"Shows intense enthusiasm, strong emotions, and deep investment in topics.",q_4288,Often feel lonely.,Interpersonal relationships,close,passionate,IPIPneo:O3:EM,q_228,INSUFFICIENT,eeb9c4850f61,2,,1,1,561,0.03059277,-0.05232175,0.11308838,0.02367682,-0.05922126,0.10625058,observed,
passionate,"Shows intense enthusiasm, strong emotions, and deep investment in topics.",q_832,Feel healthy and vibrant most of the time.,Vitality,close,passionate,IPIPneo:O3:EM,q_228,INSUFFICIENT,eeb9c4850f61,2,,1,1,625,0.12734732,0.04941483,0.20373852,0.12578483,0.04783066,0.20221602,observed,
patient,"Provides calm, understanding responses even when dealing with repetitive questions.",HiFWB_composite,frozen_13_item_composite,Composite,direct,patient,HEXACO:H:A:P;QB6:QB6:A,q_278,INSUFFICIENT,8faee3b375d3,1,,1,2,1281,0.22744184,0.17484932,0.27874018,0.22416714,0.17150216,0.27555458,observed,
patient,"Provides calm, understanding responses even when dealing with repetitive questions.",q_2765,Am happy with my life.,Appraisal,direct,patient,HEXACO:H:A:P;QB6:QB6:A,q_278,INSUFFICIENT,8faee3b375d3,1,,1,1,403,0.16651147,0.0699638,0.25996856,0.16830166,0.07179636,0.26168507,observed,
patient,"Provides calm, understanding responses even when dealing with repetitive questions.",q_1371,Love life.,Appraisal,direct,patient,HEXACO:H:A:P;QB6:QB6:A,q_278,INSUFFICIENT,8faee3b375d3,1,,1,1,431,0.13157162,0.03758268,0.2232531,0.14242782,0.04862598,0.2337393,observed,
patient,"Provides calm, understanding responses even when dealing with repetitive questions.",q_1043,Have a lot of fun.,Affect,direct,patient,HEXACO:H:A:P;QB6:QB6:A,q_278,INSUFFICIENT,8faee3b375d3,1,,1,1,403,0.20107567,0.10546148,0.29300606,0.2335134,0.13899839,0.32381262,observed,
patient,"Provides calm, understanding responses even when dealing with repetitive questions.",q_208,Am often in a bad mood.,Affect,direct,patient,HEXACO:H:A:P;QB6:QB6:A,q_278,INSUFFICIENT,8faee3b375d3,1,,1,1,411,0.39574092,0.31091331,0.4743136,0.3887711,0.30345334,0.46790457,observed,
patient,"Provides calm, understanding responses even when dealing with repetitive questions.",q_206,Am often down in the dumps.,Affect,direct,patient,HEXACO:H:A:P;QB6:QB6:A,q_278,INSUFFICIENT,8faee3b375d3,1,,1,1,415,0.18132994,0.0865797,0.27282919,0.17295038,0.07798724,0.26480331,observed,
patient,"Provides calm, understanding responses even when dealing with repetitive questions.",q_1578,Rarely feel depressed.,Affect,direct,patient,HEXACO:H:A:P;QB6:QB6:A,q_278,INSUFFICIENT,8faee3b375d3,1,,1,1,382,0.14074553,0.04098653,0.23772615,0.15557513,0.05611325,0.25197953,observed,
patient,"Provides calm, understanding responses even when dealing with repetitive questions.",q_875,Feel that my life lacks direction.,Meaning-making,direct,patient,HEXACO:H:A:P;QB6:QB6:A,q_278,INSUFFICIENT,8faee3b375d3,1,,1,1,447,0.16899444,0.07746011,0.25770365,0.14063503,0.04851946,0.23037849,observed,
patient,"Provides calm, understanding responses even when dealing with repetitive questions.",q_285,Am very pleased with myself.,Self-concept,direct,patient,HEXACO:H:A:P;QB6:QB6:A,q_278,INSUFFICIENT,8faee3b375d3,1,,1,1,409,0.20159655,0.10671689,0.29283791,0.18433124,0.08895546,0.27635743,observed,
patient,"Provides calm, understanding responses even when dealing with repetitive questions.",q_820,Feel comfortable with myself.,Self-concept,direct,patient,HEXACO:H:A:P;QB6:QB6:A,q_278,INSUFFICIENT,8faee3b375d3,1,,1,1,376,0.20715518,0.10828777,0.30196488,0.24968927,0.15240167,0.34218435,observed,
patient,"Provides calm, understanding responses even when dealing with repetitive questions.",q_1044,Have a low opinion of myself.,Self-concept,direct,patient,HEXACO:H:A:P;QB6:QB6:A,q_278,INSUFFICIENT,8faee3b375d3,1,,1,1,446,0.13863747,0.04638208,0.22854788,0.12428849,0.03180305,0.21466363,observed,
patient,"Provides calm, understanding responses even when dealing with repetitive questions.",q_867,Feel that I'm unable to deal with things.,Self-concept,direct,patient,HEXACO:H:A:P;QB6:QB6:A,q_278,INSUFFICIENT,8faee3b375d3,1,,1,1,462,0.07357369,-0.01777454,0.16370382,0.0814052,-0.00989723,0.1713615,observed,
patient,"Provides calm, understanding responses even when dealing with repetitive questions.",q_4288,Often feel lonely.,Interpersonal relationships,direct,patient,HEXACO:H:A:P;QB6:QB6:A,q_278,INSUFFICIENT,8faee3b375d3,1,,1,1,436,0.18451588,0.09220127,0.27368567,0.18039558,0.08797367,0.26973815,observed,
patient,"Provides calm, understanding responses even when dealing with repetitive questions.",q_832,Feel healthy and vibrant most of the time.,Vitality,direct,patient,HEXACO:H:A:P;QB6:QB6:A,q_278,INSUFFICIENT,8faee3b375d3,1,,1,1,591,0.14920243,0.06938539,0.22712137,0.15338631,0.07364537,0.23117841,observed,
perfectionist,"Strives for flawless accuracy, completeness, and high standards.",HiFWB_composite,frozen_13_item_composite,Composite,direct,perfectionist,IPIPneo:C4:AS;IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:AC,q_1694;q_530;q_1915,REDUNDANT / BROAD,fb2f10316b68,1,,2,2,1014,0.10762316,0.04636692,0.16807301,0.09498649,0.03361964,0.1556398,observed,
perfectionist,"Strives for flawless accuracy, completeness, and high standards.",q_2765,Am happy with my life.,Appraisal,direct,perfectionist,IPIPneo:C4:AS;IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:AC,q_1694;q_530;q_1915,REDUNDANT / BROAD,fb2f10316b68,1,,2,1,314,0.10947483,-0.00122402,0.21752309,0.10698655,-0.00374177,0.21512314,observed,
perfectionist,"Strives for flawless accuracy, completeness, and high standards.",q_1371,Love life.,Appraisal,direct,perfectionist,IPIPneo:C4:AS;IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:AC,q_1694;q_530;q_1915,REDUNDANT / BROAD,fb2f10316b68,1,,2,1,401,0.14416186,0.04689465,0.23872093,0.13550178,0.03807781,0.23037406,observed,
perfectionist,"Strives for flawless accuracy, completeness, and high standards.",q_1043,Have a lot of fun.,Affect,direct,perfectionist,IPIPneo:C4:AS;IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:AC,q_1694;q_530;q_1915,REDUNDANT / BROAD,fb2f10316b68,1,,2,1,313,0.10337217,-0.00757558,0.21180582,0.10283243,-0.00812108,0.2112847,observed,
perfectionist,"Strives for flawless accuracy, completeness, and high standards.",q_208,Am often in a bad mood.,Affect,direct,perfectionist,IPIPneo:C4:AS;IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:AC,q_1694;q_530;q_1915,REDUNDANT / BROAD,fb2f10316b68,1,,2,1,384,0.05472658,-0.04559904,0.15395926,0.06889462,-0.03139774,0.16781348,observed,
perfectionist,"Strives for flawless accuracy, completeness, and high standards.",q_206,Am often down in the dumps.,Affect,direct,perfectionist,IPIPneo:C4:AS;IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:AC,q_1694;q_530;q_1915,REDUNDANT / BROAD,fb2f10316b68,1,,2,1,383,0.07709085,-0.0232957,0.17593832,0.03937235,-0.06107521,0.13903042,observed,
perfectionist,"Strives for flawless accuracy, completeness, and high standards.",q_1578,Rarely feel depressed.,Affect,direct,perfectionist,IPIPneo:C4:AS;IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:AC,q_1694;q_530;q_1915,REDUNDANT / BROAD,fb2f10316b68,1,,2,1,322,-0.02249592,-0.1314712,0.08701657,-0.02812141,-0.13699886,0.0814274,observed,
perfectionist,"Strives for flawless accuracy, completeness, and high standards.",q_875,Feel that my life lacks direction.,Meaning-making,direct,perfectionist,IPIPneo:C4:AS;IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:AC,q_1694;q_530;q_1915,REDUNDANT / BROAD,fb2f10316b68,1,,2,1,383,0.22236794,0.12494547,0.31554336,0.21427532,0.11657173,0.30787136,observed,
perfectionist,"Strives for flawless accuracy, completeness, and high standards.",q_285,Am very pleased with myself.,Self-concept,direct,perfectionist,IPIPneo:C4:AS;IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:AC,q_1694;q_530;q_1915,REDUNDANT / BROAD,fb2f10316b68,1,,2,1,381,0.18818701,0.0894079,0.28330019,0.17113117,0.07189779,0.2670099,observed,
perfectionist,"Strives for flawless accuracy, completeness, and high standards.",q_820,Feel comfortable with myself.,Self-concept,direct,perfectionist,IPIPneo:C4:AS;IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:AC,q_1694;q_530;q_1915,REDUNDANT / BROAD,fb2f10316b68,1,,2,1,328,0.00360318,-0.10473059,0.11185245,0.007899,-0.10047986,0.1160926,observed,
perfectionist,"Strives for flawless accuracy, completeness, and high standards.",q_1044,Have a low opinion of myself.,Self-concept,direct,perfectionist,IPIPneo:C4:AS;IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:AC,q_1694;q_530;q_1915,REDUNDANT / BROAD,fb2f10316b68,1,,2,1,401,0.12051614,0.02285664,0.21589736,0.08177183,-0.01628785,0.1782735,observed,
perfectionist,"Strives for flawless accuracy, completeness, and high standards.",q_867,Feel that I'm unable to deal with things.,Self-concept,direct,perfectionist,IPIPneo:C4:AS;IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:AC,q_1694;q_530;q_1915,REDUNDANT / BROAD,fb2f10316b68,1,,2,1,411,0.12375147,0.02734957,0.21787274,0.1260089,0.0296409,0.22005598,observed,
perfectionist,"Strives for flawless accuracy, completeness, and high standards.",q_4288,Often feel lonely.,Interpersonal relationships,direct,perfectionist,IPIPneo:C4:AS;IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:AC,q_1694;q_530;q_1915,REDUNDANT / BROAD,fb2f10316b68,1,,2,1,407,0.03928058,-0.05814539,0.13596539,0.03427245,-0.06314186,0.13103986,observed,
perfectionist,"Strives for flawless accuracy, completeness, and high standards.",q_832,Feel healthy and vibrant most of the time.,Vitality,direct,perfectionist,IPIPneo:C4:AS;IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:AC,q_1694;q_530;q_1915,REDUNDANT / BROAD,fb2f10316b68,1,,2,1,425,0.17271186,0.07888675,0.26350397,0.16332178,0.06927692,0.2544893,observed,
pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",HiFWB_composite,frozen_13_item_composite,Composite,direct,pessimistic,MPQ:MPQ:WB;PS:PS:S;IPIPneo:N1:ANX,q_1038;q_808,HIGH HUMAN-MEASUREMENT SUPPORT,202aaab2c454,1,,2,2,426,-0.69514768,-0.7412038,-0.64257776,-0.68528998,-0.73260044,-0.6313898,observed,
pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",q_2765,Am happy with my life.,Appraisal,direct,pessimistic,MPQ:MPQ:WB;PS:PS:S;IPIPneo:N1:ANX,q_1038;q_808,HIGH HUMAN-MEASUREMENT SUPPORT,202aaab2c454,1,,2,1,147,-0.4637893,-0.58198463,-0.32640384,-0.4355829,-0.5581188,-0.2944539,observed,
pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",q_1371,Love life.,Appraisal,direct,pessimistic,MPQ:MPQ:WB;PS:PS:S;IPIPneo:N1:ANX,q_1038;q_808,HIGH HUMAN-MEASUREMENT SUPPORT,202aaab2c454,1,,2,1,185,-0.64544968,-0.72244551,-0.55264207,-0.63262978,-0.71192222,-0.53740982,observed,
pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",q_1043,Have a lot of fun.,Affect,direct,pessimistic,MPQ:MPQ:WB;PS:PS:S;IPIPneo:N1:ANX,q_1038;q_808,HIGH HUMAN-MEASUREMENT SUPPORT,202aaab2c454,1,,2,1,126,-0.34278872,-0.48841233,-0.17858932,-0.30904828,-0.45913671,-0.14180667,observed,
pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",q_208,Am often in a bad mood.,Affect,direct,pessimistic,MPQ:MPQ:WB;PS:PS:S;IPIPneo:N1:ANX,q_1038;q_808,HIGH HUMAN-MEASUREMENT SUPPORT,202aaab2c454,1,,2,1,202,-0.6316291,-0.70794905,-0.54072797,-0.61958267,-0.69793637,-0.52657143,observed,
pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",q_206,Am often down in the dumps.,Affect,direct,pessimistic,MPQ:MPQ:WB;PS:PS:S;IPIPneo:N1:ANX,q_1038;q_808,HIGH HUMAN-MEASUREMENT SUPPORT,202aaab2c454,1,,2,1,175,-0.70905208,-0.77579478,-0.62661857,-0.69605285,-0.76536815,-0.6107751,observed,
pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",q_1578,Rarely feel depressed.,Affect,direct,pessimistic,MPQ:MPQ:WB;PS:PS:S;IPIPneo:N1:ANX,q_1038;q_808,HIGH HUMAN-MEASUREMENT SUPPORT,202aaab2c454,1,,2,1,129,-0.54783622,-0.65834778,-0.41420539,-0.53511619,-0.64802966,-0.39918533,observed,
pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",q_875,Feel that my life lacks direction.,Meaning-making,direct,pessimistic,MPQ:MPQ:WB;PS:PS:S;IPIPneo:N1:ANX,q_1038;q_808,HIGH HUMAN-MEASUREMENT SUPPORT,202aaab2c454,1,,2,1,184,-0.44370058,-0.55287469,-0.31955028,-0.43832879,-0.54822722,-0.31354968,observed,
pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",q_285,Am very pleased with myself.,Self-concept,direct,pessimistic,MPQ:MPQ:WB;PS:PS:S;IPIPneo:N1:ANX,q_1038;q_808,HIGH HUMAN-MEASUREMENT SUPPORT,202aaab2c454,1,,2,1,188,-0.59998351,-0.68433422,-0.49978686,-0.59229812,-0.67794323,-0.49078908,observed,
pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",q_820,Feel comfortable with myself.,Self-concept,direct,pessimistic,MPQ:MPQ:WB;PS:PS:S;IPIPneo:N1:ANX,q_1038;q_808,HIGH HUMAN-MEASUREMENT SUPPORT,202aaab2c454,1,,2,1,136,-0.57301669,-0.67613157,-0.44788577,-0.57132002,-0.67475993,-0.44586704,observed,
pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",q_1044,Have a low opinion of myself.,Self-concept,direct,pessimistic,MPQ:MPQ:WB;PS:PS:S;IPIPneo:N1:ANX,q_1038;q_808,HIGH HUMAN-MEASUREMENT SUPPORT,202aaab2c454,1,,2,1,209,-0.59033531,-0.67219555,-0.49421585,-0.59241935,-0.67394852,-0.49663409,observed,
pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",q_867,Feel that I'm unable to deal with things.,Self-concept,direct,pessimistic,MPQ:MPQ:WB;PS:PS:S;IPIPneo:N1:ANX,q_1038;q_808,HIGH HUMAN-MEASUREMENT SUPPORT,202aaab2c454,1,,2,1,202,-0.51278115,-0.60780562,-0.4032782,-0.49227663,-0.59021691,-0.38005381,observed,
pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",q_4288,Often feel lonely.,Interpersonal relationships,direct,pessimistic,MPQ:MPQ:WB;PS:PS:S;IPIPneo:N1:ANX,q_1038;q_808,HIGH HUMAN-MEASUREMENT SUPPORT,202aaab2c454,1,,2,1,206,-0.51448189,-0.60839459,-0.40636003,-0.50954203,-0.6041605,-0.40075537,observed,
pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",q_832,Feel healthy and vibrant most of the time.,Vitality,direct,pessimistic,MPQ:MPQ:WB;PS:PS:S;IPIPneo:N1:ANX,q_1038;q_808,HIGH HUMAN-MEASUREMENT SUPPORT,202aaab2c454,1,,2,1,166,-0.56480391,-0.66031716,-0.45130936,-0.5524971,-0.6501074,-0.43694791,observed,
playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",HiFWB_composite,frozen_13_item_composite,Composite,direct,playful,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH;BFAS:BFAS:E:E,q_4265;q_1685;q_1043,REDUNDANT / BROAD,bca722925c20,1,q_1043,2,2,802,,,,,,,unavailable,predictor_outcome_item_overlap
playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",q_2765,Am happy with my life.,Appraisal,direct,playful,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH;BFAS:BFAS:E:E,q_4265;q_1685;q_1043,REDUNDANT / BROAD,bca722925c20,1,,2,1,232,0.39260295,0.27785447,0.4963051,0.38759455,0.27239425,0.49183977,observed,
playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",q_1371,Love life.,Appraisal,direct,playful,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH;BFAS:BFAS:E:E,q_4265;q_1685;q_1043,REDUNDANT / BROAD,bca722925c20,1,,2,1,312,0.38617652,0.28746446,0.47677102,0.4086118,0.3117162,0.49709638,observed,
playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",q_1043,Have a lot of fun.,Affect,direct,playful,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH;BFAS:BFAS:E:E,q_4265;q_1685;q_1043,REDUNDANT / BROAD,bca722925c20,1,q_1043,2,1,666,,,,,,,unavailable,predictor_outcome_item_overlap
playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",q_208,Am often in a bad mood.,Affect,direct,playful,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH;BFAS:BFAS:E:E,q_4265;q_1685;q_1043,REDUNDANT / BROAD,bca722925c20,1,,2,1,286,0.29251182,0.18272769,0.3950912,0.28475395,0.17453481,0.38792548,observed,
playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",q_206,Am often down in the dumps.,Affect,direct,playful,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH;BFAS:BFAS:E:E,q_4265;q_1685;q_1043,REDUNDANT / BROAD,bca722925c20,1,,2,1,310,0.2164759,0.10767566,0.32015233,0.23225567,0.12406884,0.33498555,observed,
playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",q_1578,Rarely feel depressed.,Affect,direct,playful,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH;BFAS:BFAS:E:E,q_4265;q_1685;q_1043,REDUNDANT / BROAD,bca722925c20,1,,2,1,213,0.23350889,0.10228816,0.35674206,0.22166543,0.08991308,0.34579286,observed,
playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",q_875,Feel that my life lacks direction.,Meaning-making,direct,playful,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH;BFAS:BFAS:E:E,q_4265;q_1685;q_1043,REDUNDANT / BROAD,bca722925c20,1,,2,1,298,0.15425393,0.04135803,0.26326066,0.19750829,0.08581327,0.30430023,observed,
playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",q_285,Am very pleased with myself.,Self-concept,direct,playful,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH;BFAS:BFAS:E:E,q_4265;q_1685;q_1043,REDUNDANT / BROAD,bca722925c20,1,,2,1,286,0.25773602,0.14612057,0.36287209,0.25453661,0.14276796,0.35989522,observed,
playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",q_820,Feel comfortable with myself.,Self-concept,direct,playful,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH;BFAS:BFAS:E:E,q_4265;q_1685;q_1043,REDUNDANT / BROAD,bca722925c20,1,,2,1,241,0.23739162,0.11445874,0.35316374,0.23468649,0.11163062,0.35065378,observed,
playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",q_1044,Have a low opinion of myself.,Self-concept,direct,playful,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH;BFAS:BFAS:E:E,q_4265;q_1685;q_1043,REDUNDANT / BROAD,bca722925c20,1,,2,1,314,0.22423871,0.11644482,0.32681139,0.22351892,0.11569725,0.32613438,observed,
playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",q_867,Feel that I'm unable to deal with things.,Self-concept,direct,playful,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH;BFAS:BFAS:E:E,q_4265;q_1685;q_1043,REDUNDANT / BROAD,bca722925c20,1,,2,1,293,0.20107705,0.08852931,0.30855519,0.23223744,0.12086634,0.33783469,observed,
playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",q_4288,Often feel lonely.,Interpersonal relationships,direct,playful,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH;BFAS:BFAS:E:E,q_4265;q_1685;q_1043,REDUNDANT / BROAD,bca722925c20,1,,2,1,297,0.21471294,0.10342825,0.32068845,0.22549028,0.11461967,0.33081261,observed,
playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",q_832,Feel healthy and vibrant most of the time.,Vitality,direct,playful,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH;BFAS:BFAS:E:E,q_4265;q_1685;q_1043,REDUNDANT / BROAD,bca722925c20,1,,2,1,298,0.28729699,0.17953684,0.38824433,0.32361466,0.21800999,0.42172873,observed,
proactive,Anticipates needs and addresses issues before they become problems.,HiFWB_composite,frozen_13_item_composite,Composite,close,proactive,IPIPneo:C4:AS;EPQr:EPQ:E,q_1883;q_4257,REDUNDANT / BROAD,6ee5a4a07312,1,,2,2,462,0.49622868,0.42420363,0.56201496,0.49801317,0.4261454,0.56363438,observed,
proactive,Anticipates needs and addresses issues before they become problems.,q_2765,Am happy with my life.,Appraisal,close,proactive,IPIPneo:C4:AS;EPQr:EPQ:E,q_1883;q_4257,REDUNDANT / BROAD,6ee5a4a07312,1,,2,1,154,0.42190963,0.2826072,0.54378387,0.40953352,0.26878245,0.53316028,observed,
proactive,Anticipates needs and addresses issues before they become problems.,q_1371,Love life.,Appraisal,close,proactive,IPIPneo:C4:AS;EPQr:EPQ:E,q_1883;q_4257,REDUNDANT / BROAD,6ee5a4a07312,1,,2,1,204,0.40722726,0.28584672,0.5157469,0.41983877,0.29975562,0.52682593,observed,
proactive,Anticipates needs and addresses issues before they become problems.,q_1043,Have a lot of fun.,Affect,close,proactive,IPIPneo:C4:AS;EPQr:EPQ:E,q_1883;q_4257,REDUNDANT / BROAD,6ee5a4a07312,1,,2,1,153,0.44393451,0.30687337,0.56295647,0.39364254,0.25061867,0.51984958,observed,
proactive,Anticipates needs and addresses issues before they become problems.,q_208,Am often in a bad mood.,Affect,close,proactive,IPIPneo:C4:AS;EPQr:EPQ:E,q_1883;q_4257,REDUNDANT / BROAD,6ee5a4a07312,1,,2,1,212,0.35643991,0.23287593,0.46867831,0.3670817,0.24442282,0.47817814,observed,
proactive,Anticipates needs and addresses issues before they become problems.,q_206,Am often down in the dumps.,Affect,close,proactive,IPIPneo:C4:AS;EPQr:EPQ:E,q_1883;q_4257,REDUNDANT / BROAD,6ee5a4a07312,1,,2,1,208,0.33804572,0.21174221,0.45324305,0.33877723,0.21253116,0.45389922,observed,
proactive,Anticipates needs and addresses issues before they become problems.,q_1578,Rarely feel depressed.,Affect,close,proactive,IPIPneo:C4:AS;EPQr:EPQ:E,q_1883;q_4257,REDUNDANT / BROAD,6ee5a4a07312,1,,2,1,154,0.2500928,0.09571826,0.39271951,0.24284332,0.08806508,0.3861718,observed,
proactive,Anticipates needs and addresses issues before they become problems.,q_875,Feel that my life lacks direction.,Meaning-making,close,proactive,IPIPneo:C4:AS;EPQr:EPQ:E,q_1883;q_4257,REDUNDANT / BROAD,6ee5a4a07312,1,,2,1,206,0.44690055,0.33038297,0.55000124,0.45338055,0.33760312,0.55564429,observed,
proactive,Anticipates needs and addresses issues before they become problems.,q_285,Am very pleased with myself.,Self-concept,close,proactive,IPIPneo:C4:AS;EPQr:EPQ:E,q_1883;q_4257,REDUNDANT / BROAD,6ee5a4a07312,1,,2,1,215,0.42496959,0.30872053,0.52870952,0.41317139,0.29571604,0.51832033,observed,
proactive,Anticipates needs and addresses issues before they become problems.,q_820,Feel comfortable with myself.,Self-concept,close,proactive,IPIPneo:C4:AS;EPQr:EPQ:E,q_1883;q_4257,REDUNDANT / BROAD,6ee5a4a07312,1,,2,1,121,0.33374072,0.16507815,0.48343809,0.32537347,0.15593324,0.47621252,observed,
proactive,Anticipates needs and addresses issues before they become problems.,q_1044,Have a low opinion of myself.,Self-concept,close,proactive,IPIPneo:C4:AS;EPQr:EPQ:E,q_1883;q_4257,REDUNDANT / BROAD,6ee5a4a07312,1,,2,1,214,0.37584307,0.25455796,0.48548776,0.37563609,0.25433255,0.48530354,observed,
proactive,Anticipates needs and addresses issues before they become problems.,q_867,Feel that I'm unable to deal with things.,Self-concept,close,proactive,IPIPneo:C4:AS;EPQr:EPQ:E,q_1883;q_4257,REDUNDANT / BROAD,6ee5a4a07312,1,,2,1,195,0.39732165,0.27199435,0.50939519,0.4012466,0.27631279,0.51284472,observed,
proactive,Anticipates needs and addresses issues before they become problems.,q_4288,Often feel lonely.,Interpersonal relationships,close,proactive,IPIPneo:C4:AS;EPQr:EPQ:E,q_1883;q_4257,REDUNDANT / BROAD,6ee5a4a07312,1,,2,1,219,0.19195787,0.06093491,0.31647764,0.19734969,0.06651631,0.32151153,observed,
proactive,Anticipates needs and addresses issues before they become problems.,q_832,Feel healthy and vibrant most of the time.,Vitality,close,proactive,IPIPneo:C4:AS;EPQr:EPQ:E,q_1883;q_4257,REDUNDANT / BROAD,6ee5a4a07312,1,,2,1,189,0.36087869,0.22999507,0.4789396,0.38815503,0.25981912,0.5030174,observed,
rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,HiFWB_composite,frozen_13_item_composite,Composite,direct,rebellious,HEXACO:H:O:U;BFAS:BFAS:A:P,q_1609;q_1624,REDUNDANT / BROAD,91292cb6beb7,1,,2,2,352,-0.08199605,-0.1849421,0.02273,-0.09525956,-0.19782096,0.00936491,observed,
