provenance_group,model_id,entity_type,entity_name,run_id,classification,source,source_revision,bytes,tensor_shape,dtype,sample_axis,n_responses,n_retained,layer_hook,token_pooling,prompt_question_ids,polarity,filtering,existing_scores,sample_response_link,access_status,distribution_scope,notes
original-study release,Qwen/Qwen3-32B,persona,aberration,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/aberration.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656958,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,militant,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,misanthropic,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,mischievous,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,moderate,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,mystical,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,naive,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,narrative,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,neurotic,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,nihilistic,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,nonchalant,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,nostalgic,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,nurturing,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,obsessive,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,open_ended,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,optimistic,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,pacifist,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,paradoxical,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,paranoid,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,passionate,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,passive_aggressive,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,patient,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,pedantic,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,pensive,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,perfectionist,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,pessimistic,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,petty,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,philosophical,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,playful,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,pluralist,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,poetic,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,practical,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,prescriptive,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,principled,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,proactive,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,problem_solving,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,progressive,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,provocative,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,qualitative,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,quantitative,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
original-study release,meta-llama/Llama-3.3-70B-Instruct,trait,radical,lu_release_3b3b788,Missing or inaccessible,local research/downloads + referenced cache + pinned release manifests (see search_log.json),3b3b788432ad33e3a28d9ff08e88a530c0740814,0,unavailable,unavailable,response samples not found,unknown (0 recoverable),unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,searched and absent in inspected sources; private original archives inaccessible/unknown,no original response distribution recoverable,Not a claim that responses never existed. Prompt corpus is not response data.
